miRNA,Gene
hsa-miR-1271-5p,PRKAR1A
hsa-miR-1271-5p,SMAD7
hsa-miR-1271-5p,ANKRD27
hsa-miR-1271-5p,PLPPR2
hsa-miR-1271-5p,SIN3B
hsa-miR-1271-5p,CAPNS1
hsa-miR-1271-5p,PPP3R1
hsa-miR-1271-5p,STARD7
hsa-miR-1271-5p,STK17B
hsa-miR-1271-5p,FN1
hsa-miR-1271-5p,YIPF4
hsa-miR-1271-5p,PRKCE
hsa-miR-1271-5p,MAP4K4
hsa-miR-1271-5p,ELMO2
hsa-miR-1271-5p,ZCCHC3
hsa-miR-1271-5p,TRIB3
hsa-miR-1271-5p,SLC12A5
hsa-miR-1271-5p,BRWD1
hsa-miR-1271-5p,SH3BP5
hsa-miR-1271-5p,CSRNP1
hsa-miR-1271-5p,AMOTL2
hsa-miR-1271-5p,MBNL1
hsa-miR-1271-5p,FNDC3B
hsa-miR-1271-5p,FXR1
hsa-miR-1271-5p,PDGFRA
hsa-miR-1271-5p,SEPTIN11
hsa-miR-1271-5p,CCNG2
hsa-miR-1271-5p,FBXW11
hsa-miR-1271-5p,BASP1
hsa-miR-1271-5p,CCNG1
hsa-miR-1271-5p,ATXN1
hsa-miR-1271-5p,CD164
hsa-miR-1271-5p,FOXQ1
hsa-miR-1271-5p,FOXF2
hsa-miR-1271-5p,BRPF3
hsa-miR-1271-5p,HOXA9
hsa-miR-1271-5p,TNS3
hsa-miR-1271-5p,DOCK4
hsa-miR-1271-5p,CREB3L2
hsa-miR-1271-5p,MFHAS1
hsa-miR-1271-5p,CTSB
hsa-miR-1271-5p,AZIN1
hsa-miR-1271-5p,ZHX1
hsa-miR-1271-5p,CYRIB
hsa-miR-1271-5p,PLPBP
hsa-miR-1271-5p,TACC1
hsa-miR-1271-5p,SGK3
hsa-miR-1271-5p,ZFHX4
hsa-miR-1271-5p,ZFAND5
hsa-miR-1271-5p,ABCA2
hsa-miR-1271-5p,VLDLR
hsa-miR-1271-5p,SPIN1
hsa-miR-1271-5p,SLC25A25
hsa-miR-1271-5p,MORF4L2
hsa-miR-1271-5p,TSC22D3
hsa-miR-1271-5p,SLITRK4
hsa-miR-1271-5p,MSN
hsa-miR-1271-5p,FHL1
hsa-miR-128-3p,RERE
hsa-miR-128-3p,ECE1
hsa-miR-128-3p,AK2
hsa-miR-128-3p,PHC2
hsa-miR-128-3p,ZZZ3
hsa-miR-128-3p,DDAH1
hsa-miR-128-3p,F3
hsa-miR-128-3p,CNN3
hsa-miR-128-3p,RSBN1
hsa-miR-128-3p,IGSF3
hsa-miR-128-3p,TXNIP
hsa-miR-128-3p,POGZ
hsa-miR-128-3p,CCT3
hsa-miR-128-3p,GPATCH2
hsa-miR-128-3p,ARID4B
hsa-miR-128-3p,SZRD1
hsa-miR-128-3p,PITHD1
hsa-miR-128-3p,PNRC2
hsa-miR-128-3p,AKIRIN1
hsa-miR-128-3p,CSF1
hsa-miR-128-3p,CAPZA1
hsa-miR-128-3p,PHGDH
hsa-miR-128-3p,SUCO
hsa-miR-128-3p,RO60
hsa-miR-128-3p,BTG2
hsa-miR-128-3p,ARHGAP12
hsa-miR-128-3p,HNRNPF
hsa-miR-128-3p,JMJD1C
hsa-miR-128-3p,SAR1A
hsa-miR-128-3p,GPAM
hsa-miR-128-3p,MLLT10
hsa-miR-128-3p,BMI1
hsa-miR-128-3p,UBE2D1
hsa-miR-128-3p,VCL
hsa-miR-128-3p,SHOC2
hsa-miR-128-3p,LIN7C
hsa-miR-128-3p,DDX6
hsa-miR-128-3p,TUB
hsa-miR-128-3p,WEE1
hsa-miR-128-3p,PDHX
hsa-miR-128-3p,KMT2A
hsa-miR-128-3p,H3-5
hsa-miR-128-3p,ADCY6
hsa-miR-128-3p,ZNF385A
hsa-miR-128-3p,ITGA5
hsa-miR-128-3p,CTDSP2
hsa-miR-128-3p,E2F7
hsa-miR-128-3p,CKAP4
hsa-miR-128-3p,PPP1CC
hsa-miR-128-3p,MED13L
hsa-miR-128-3p,FBXO21
hsa-miR-128-3p,SRSF9
hsa-miR-128-3p,WNK1
hsa-miR-128-3p,PDE3A
hsa-miR-128-3p,RESF1
hsa-miR-128-3p,PFKM
hsa-miR-128-3p,DAZAP2
hsa-miR-128-3p,SP1
hsa-miR-128-3p,RAP1B
hsa-miR-128-3p,ULK1
hsa-miR-128-3p,SPRY2
hsa-miR-128-3p,STK24
hsa-miR-128-3p,PDS5B
hsa-miR-128-3p,MCF2L
hsa-miR-128-3p,HECTD1
hsa-miR-128-3p,ZFP36L1
hsa-miR-128-3p,CCNK
hsa-miR-128-3p,EML1
hsa-miR-128-3p,GOLGA8A
hsa-miR-128-3p,UBR1
hsa-miR-128-3p,CTDSPL2
hsa-miR-128-3p,MAPK6
hsa-miR-128-3p,NR2F2
hsa-miR-128-3p,ARRDC4
hsa-miR-128-3p,CDH11
hsa-miR-128-3p,MTSS2
hsa-miR-128-3p,ZFHX3
hsa-miR-128-3p,PPP4C
hsa-miR-128-3p,CBFB
hsa-miR-128-3p,DVL2
hsa-miR-128-3p,MMD
hsa-miR-128-3p,MTMR4
hsa-miR-128-3p,MED13
hsa-miR-128-3p,SMURF2
hsa-miR-128-3p,GRB2
hsa-miR-128-3p,H3-3B
hsa-miR-128-3p,HIC1
hsa-miR-128-3p,WSB1
hsa-miR-128-3p,TAOK1
hsa-miR-128-3p,NF1
hsa-miR-128-3p,SUZ12
hsa-miR-128-3p,LASP1
hsa-miR-128-3p,MSL1
hsa-miR-128-3p,G6PC3
hsa-miR-128-3p,NPEPPS
hsa-miR-128-3p,KPNB1
hsa-miR-128-3p,RPS6KB1
hsa-miR-128-3p,DCAF7
hsa-miR-128-3p,SS18
hsa-miR-128-3p,VPS4B
hsa-miR-128-3p,GATA6
hsa-miR-128-3p,STRN4
hsa-miR-128-3p,ARID3A
hsa-miR-128-3p,PRR12
hsa-miR-128-3p,ITSN2
hsa-miR-128-3p,TGOLN2
hsa-miR-128-3p,RND3
hsa-miR-128-3p,IRS1
hsa-miR-128-3p,SPTBN1
hsa-miR-128-3p,TMSB10
hsa-miR-128-3p,KDM3A
hsa-miR-128-3p,CCNT2
hsa-miR-128-3p,SPOPL
hsa-miR-128-3p,NABP1
hsa-miR-128-3p,FLRT3
hsa-miR-128-3p,PLAGL2
hsa-miR-128-3p,CABLES2
hsa-miR-128-3p,STK35
hsa-miR-128-3p,SNAP25
hsa-miR-128-3p,SLC5A3
hsa-miR-128-3p,MIEF1
hsa-miR-128-3p,ATXN10
hsa-miR-128-3p,ELP6
hsa-miR-128-3p,RYBP
hsa-miR-128-3p,DCBLD2
hsa-miR-128-3p,NAA50
hsa-miR-128-3p,GSK3B
hsa-miR-128-3p,ARL8B
hsa-miR-128-3p,NR1D2
hsa-miR-128-3p,SEC61A1
hsa-miR-128-3p,MME
hsa-miR-128-3p,SMIM14
hsa-miR-128-3p,SETD7
hsa-miR-128-3p,FBXW7
hsa-miR-128-3p,DCUN1D4
hsa-miR-128-3p,PDGFRA
hsa-miR-128-3p,CDS1
hsa-miR-128-3p,KIAA1109
hsa-miR-128-3p,GALNT7
hsa-miR-128-3p,MIER3
hsa-miR-128-3p,PLK2
hsa-miR-128-3p,TRIM23
hsa-miR-128-3p,TMEM167A
hsa-miR-128-3p,AFF4
hsa-miR-128-3p,MACROH2A1
hsa-miR-128-3p,FAM193B
hsa-miR-128-3p,RAI14
hsa-miR-128-3p,TNPO1
hsa-miR-128-3p,LMNB1
hsa-miR-128-3p,SEC24A
hsa-miR-128-3p,PAIP2
hsa-miR-128-3p,CCNG1
hsa-miR-128-3p,PNISR
hsa-miR-128-3p,PLAGL1
hsa-miR-128-3p,FOXQ1
hsa-miR-128-3p,RREB1
hsa-miR-128-3p,E2F3
hsa-miR-128-3p,TMEM151B
hsa-miR-128-3p,BAG2
hsa-miR-128-3p,AMD1
hsa-miR-128-3p,MARCKS
hsa-miR-128-3p,NUS1
hsa-miR-128-3p,SASH1
hsa-miR-128-3p,TNRC18
hsa-miR-128-3p,HOXA9
hsa-miR-128-3p,HOXA10
hsa-miR-128-3p,ZNF800
hsa-miR-128-3p,KMT2C
hsa-miR-128-3p,RSBN1L
hsa-miR-128-3p,LMTK2
hsa-miR-128-3p,MET
hsa-miR-128-3p,CTSB
hsa-miR-128-3p,LONRF1
hsa-miR-128-3p,MYBL1
hsa-miR-128-3p,ARFGEF1
hsa-miR-128-3p,UBR5
hsa-miR-128-3p,LRATD2
hsa-miR-128-3p,ASAP1
hsa-miR-128-3p,AGO2
hsa-miR-128-3p,TCIM
hsa-miR-128-3p,PKIA
hsa-miR-128-3p,LAPTM4B
hsa-miR-128-3p,EFR3A
hsa-miR-128-3p,RNF38
hsa-miR-128-3p,GOLM1
hsa-miR-128-3p,KLF4
hsa-miR-128-3p,FAM102A
hsa-miR-128-3p,NRARP
hsa-miR-128-3p,SMARCA2
hsa-miR-128-3p,TGFBR1
hsa-miR-128-3p,ZNF618
hsa-miR-128-3p,MVB12B
hsa-miR-128-3p,FUBP3
hsa-miR-128-3p,MED14
hsa-miR-128-3p,COX7B
hsa-miR-128-3p,BEX3
hsa-miR-128-3p,BCORL1
hsa-miR-129-5p,CAMK2N1
hsa-miR-129-5p,EIF4G3
hsa-miR-129-5p,ZNF281
hsa-miR-129-5p,KPNA6
hsa-miR-129-5p,HIPK1
hsa-miR-129-5p,KCNK1
hsa-miR-129-5p,SEPHS1
hsa-miR-129-5p,TASOR2
hsa-miR-129-5p,FAM160B1
hsa-miR-129-5p,CELF1
hsa-miR-129-5p,SESN3
hsa-miR-129-5p,ETS1
hsa-miR-129-5p,IPO7
hsa-miR-129-5p,KDM2A
hsa-miR-129-5p,PPP1R12A
hsa-miR-129-5p,CKAP4
hsa-miR-129-5p,MED13L
hsa-miR-129-5p,SLC7A1
hsa-miR-129-5p,PCDH8
hsa-miR-129-5p,ZFP36L1
hsa-miR-129-5p,IRF2BPL
hsa-miR-129-5p,ZNF410
hsa-miR-129-5p,AC005520.1
hsa-miR-129-5p,NRXN3
hsa-miR-129-5p,CALM1
hsa-miR-129-5p,CTDSPL2
hsa-miR-129-5p,MINDY2
hsa-miR-129-5p,MEF2A
hsa-miR-129-5p,GLYR1
hsa-miR-129-5p,ZFHX3
hsa-miR-129-5p,PDPK1
hsa-miR-129-5p,TNRC6A
hsa-miR-129-5p,TENT4B
hsa-miR-129-5p,CMIP
hsa-miR-129-5p,GSE1
hsa-miR-129-5p,COL1A1
hsa-miR-129-5p,APPBP2
hsa-miR-129-5p,SUMO2
hsa-miR-129-5p,CBX4
hsa-miR-129-5p,CLTC
hsa-miR-129-5p,RPS6KB1
hsa-miR-129-5p,ROCK1
hsa-miR-129-5p,CDH2
hsa-miR-129-5p,TCF4
hsa-miR-129-5p,TMX3
hsa-miR-129-5p,SMCHD1
hsa-miR-129-5p,GALNT1
hsa-miR-129-5p,ACTN4
hsa-miR-129-5p,ZFP36L2
hsa-miR-129-5p,NRXN1
hsa-miR-129-5p,RBMS1
hsa-miR-129-5p,SP3
hsa-miR-129-5p,SOX11
hsa-miR-129-5p,RAB10
hsa-miR-129-5p,PTPN4
hsa-miR-129-5p,HNRNPA3
hsa-miR-129-5p,BMPR2
hsa-miR-129-5p,CAB39
hsa-miR-129-5p,PTMA
hsa-miR-129-5p,MAPRE1
hsa-miR-129-5p,YWHAB
hsa-miR-129-5p,RBFOX2
hsa-miR-129-5p,HIC2
hsa-miR-129-5p,NUP50
hsa-miR-129-5p,WNT5A
hsa-miR-129-5p,CD47
hsa-miR-129-5p,ZBTB20
hsa-miR-129-5p,GSK3B
hsa-miR-129-5p,CNBP
hsa-miR-129-5p,AMOTL2
hsa-miR-129-5p,SEC61A1
hsa-miR-129-5p,MBNL1
hsa-miR-129-5p,FNDC3B
hsa-miR-129-5p,SLBP
hsa-miR-129-5p,PDS5A
hsa-miR-129-5p,ELF2
hsa-miR-129-5p,PPP2CA
hsa-miR-129-5p,YIPF5
hsa-miR-129-5p,ZSWIM6
hsa-miR-129-5p,TNPO1
hsa-miR-129-5p,FCHO2
hsa-miR-129-5p,CAST
hsa-miR-129-5p,PURA
hsa-miR-129-5p,LARP1
hsa-miR-129-5p,PHIP
hsa-miR-129-5p,RRAGD
hsa-miR-129-5p,MAN1A1
hsa-miR-129-5p,SOX4
hsa-miR-129-5p,FOXP4
hsa-miR-129-5p,PTP4A1
hsa-miR-129-5p,AL135905.2
hsa-miR-129-5p,GLCCI1
hsa-miR-129-5p,PABPC1
hsa-miR-129-5p,LRP12
hsa-miR-129-5p,UBE2V2
hsa-miR-129-5p,CHD7
hsa-miR-129-5p,ZBTB10
hsa-miR-129-5p,OXR1
hsa-miR-129-5p,NFIB
hsa-miR-129-5p,VCP
hsa-miR-129-5p,RNF38
hsa-miR-129-5p,HNRNPK
hsa-miR-129-5p,SH3KBP1
hsa-miR-129-5p,KLHL15
hsa-miR-129-5p,USP9X
hsa-miR-129-5p,DDX3X
hsa-miR-1297,CASZ1
hsa-miR-1297,EPHA2
hsa-miR-1297,STMN1
hsa-miR-1297,ATPAF1
hsa-miR-1297,SERBP1
hsa-miR-1297,SSX2IP
hsa-miR-1297,MCL1
hsa-miR-1297,SLC19A2
hsa-miR-1297,EDEM3
hsa-miR-1297,PPP1R15B
hsa-miR-1297,ZDHHC18
hsa-miR-1297,KPNA6
hsa-miR-1297,RLF
hsa-miR-1297,MFSD14A
hsa-miR-1297,AC118553.2
hsa-miR-1297,SLC30A7
hsa-miR-1297,CAPZA1
hsa-miR-1297,ATP1A2
hsa-miR-1297,CEP350
hsa-miR-1297,FLVCR1
hsa-miR-1297,RHOU
hsa-miR-1297,KCNK1
hsa-miR-1297,ZBTB18
hsa-miR-1297,ACBD5
hsa-miR-1297,FRAT2
hsa-miR-1297,ERLIN1
hsa-miR-1297,BLOC1S2
hsa-miR-1297,ZDHHC6
hsa-miR-1297,SHTN1
hsa-miR-1297,ARL5B
hsa-miR-1297,UBE2D1
hsa-miR-1297,REEP3
hsa-miR-1297,PTEN
hsa-miR-1297,TNKS2
hsa-miR-1297,EIF4G2
hsa-miR-1297,CELF1
hsa-miR-1297,EHD1
hsa-miR-1297,CREBZF
hsa-miR-1297,CHORDC1
hsa-miR-1297,HSPA8
hsa-miR-1297,ADM
hsa-miR-1297,PDHX
hsa-miR-1297,SLC2A3
hsa-miR-1297,C2CD5
hsa-miR-1297,SLC38A2
hsa-miR-1297,ITGA5
hsa-miR-1297,ANKRD52
hsa-miR-1297,ZFC3H1
hsa-miR-1297,E2F7
hsa-miR-1297,NTN4
hsa-miR-1297,CORO1C
hsa-miR-1297,WNK1
hsa-miR-1297,CCND2
hsa-miR-1297,CREBL2
hsa-miR-1297,KLHL42
hsa-miR-1297,LARP4
hsa-miR-1297,SRGAP1
hsa-miR-1297,HMGA2
hsa-miR-1297,RAB21
hsa-miR-1297,METAP2
hsa-miR-1297,ULK1
hsa-miR-1297,EP400
hsa-miR-1297,SACS
hsa-miR-1297,RNF6
hsa-miR-1297,MAB21L1
hsa-miR-1297,ZIC5
hsa-miR-1297,GNPNAT1
hsa-miR-1297,GMFB
hsa-miR-1297,STYX
hsa-miR-1297,ZNF410
hsa-miR-1297,AC005520.1
hsa-miR-1297,RCOR1
hsa-miR-1297,COPS2
hsa-miR-1297,ARPP19
hsa-miR-1297,COX5A
hsa-miR-1297,CHSY1
hsa-miR-1297,NIPA1
hsa-miR-1297,FAM98B
hsa-miR-1297,CHAC1
hsa-miR-1297,RCN2
hsa-miR-1297,ANKRD11
hsa-miR-1297,TNRC6A
hsa-miR-1297,FBXL19
hsa-miR-1297,C16orf70
hsa-miR-1297,SSH2
hsa-miR-1297,LSM12
hsa-miR-1297,TOB1
hsa-miR-1297,HELZ
hsa-miR-1297,NLK
hsa-miR-1297,CDK5R1
hsa-miR-1297,CDC6
hsa-miR-1297,DCAF7
hsa-miR-1297,KPNA2
hsa-miR-1297,TNRC6C
hsa-miR-1297,CDH2
hsa-miR-1297,ZNF516
hsa-miR-1297,MIB1
hsa-miR-1297,C18orf25
hsa-miR-1297,PMAIP1
hsa-miR-1297,MKNK2
hsa-miR-1297,CHAF1A
hsa-miR-1297,HNRNPUL1
hsa-miR-1297,FBXO11
hsa-miR-1297,PPP3R1
hsa-miR-1297,FAM136A
hsa-miR-1297,CACNB4
hsa-miR-1297,SOCS5
hsa-miR-1297,SPTBN1
hsa-miR-1297,PEX13
hsa-miR-1297,TET3
hsa-miR-1297,MAT2A
hsa-miR-1297,EPC2
hsa-miR-1297,ARL6IP6
hsa-miR-1297,UBR3
hsa-miR-1297,MTX2
hsa-miR-1297,NAB1
hsa-miR-1297,NABP1
hsa-miR-1297,ACSL3
hsa-miR-1297,ZNF217
hsa-miR-1297,HSPA13
hsa-miR-1297,APP
hsa-miR-1297,BRWD1
hsa-miR-1297,CXADR
hsa-miR-1297,AGPAT3
hsa-miR-1297,TMEM184B
hsa-miR-1297,EP300
hsa-miR-1297,VGLL4
hsa-miR-1297,CLASP2
hsa-miR-1297,TASOR
hsa-miR-1297,DCBLD2
hsa-miR-1297,GSK3B
hsa-miR-1297,OSBPL11
hsa-miR-1297,TMCC1
hsa-miR-1297,PLOD2
hsa-miR-1297,SERP1
hsa-miR-1297,NCEH1
hsa-miR-1297,ITPR1
hsa-miR-1297,BHLHE40
hsa-miR-1297,ZBTB38
hsa-miR-1297,NAP1L5
hsa-miR-1297,EIF4E
hsa-miR-1297,SLC7A11
hsa-miR-1297,OTUD4
hsa-miR-1297,SH3D19
hsa-miR-1297,SH3RF1
hsa-miR-1297,CPEB2
hsa-miR-1297,UBE2K
hsa-miR-1297,TMEM33
hsa-miR-1297,SMAD1
hsa-miR-1297,FAM160A1
hsa-miR-1297,MSMO1
hsa-miR-1297,MIER3
hsa-miR-1297,DEPDC1B
hsa-miR-1297,CHD1
hsa-miR-1297,PJA2
hsa-miR-1297,FNIP1
hsa-miR-1297,VDAC1
hsa-miR-1297,ETF1
hsa-miR-1297,ADAM19
hsa-miR-1297,UBTD2
hsa-miR-1297,BOD1
hsa-miR-1297,ICE1
hsa-miR-1297,ZSWIM6
hsa-miR-1297,MAP1B
hsa-miR-1297,TNPO1
hsa-miR-1297,POLR3G
hsa-miR-1297,MATR3
hsa-miR-1297,PURA
hsa-miR-1297,GALNT10
hsa-miR-1297,LARP1
hsa-miR-1297,CREBRF
hsa-miR-1297,SFXN1
hsa-miR-1297,RANBP9
hsa-miR-1297,NUP153
hsa-miR-1297,CCN2
hsa-miR-1297,JARID2
hsa-miR-1297,HMGA1
hsa-miR-1297,PIM1
hsa-miR-1297,PTP4A1
hsa-miR-1297,AL135905.2
hsa-miR-1297,PNRC1
hsa-miR-1297,NUS1
hsa-miR-1297,CCDC28A
hsa-miR-1297,HOXA5
hsa-miR-1297,HOXA9
hsa-miR-1297,BCL7B
hsa-miR-1297,HGF
hsa-miR-1297,MTPN
hsa-miR-1297,KMT2C
hsa-miR-1297,TMEM106B
hsa-miR-1297,POM121
hsa-miR-1297,PHTF2
hsa-miR-1297,ANKIB1
hsa-miR-1297,COL1A2
hsa-miR-1297,MFHAS1
hsa-miR-1297,PSD3
hsa-miR-1297,REEP4
hsa-miR-1297,LOXL2
hsa-miR-1297,GSR
hsa-miR-1297,RAB11FIP1
hsa-miR-1297,UBE2W
hsa-miR-1297,TP53INP1
hsa-miR-1297,CYRIB
hsa-miR-1297,ADAM9
hsa-miR-1297,YTHDF3
hsa-miR-1297,MTDH
hsa-miR-1297,PHF20L1
hsa-miR-1297,B4GALT1
hsa-miR-1297,CEMIP2
hsa-miR-1297,RFK
hsa-miR-1297,FBXW2
hsa-miR-1297,CAMSAP1
hsa-miR-1297,VLDLR
hsa-miR-1297,NEK6
hsa-miR-1297,RAP2C
hsa-miR-1297,ATP11C
hsa-miR-1297,DDX3X
hsa-miR-1297,PHF6
hsa-miR-130a-3p,RPA2
hsa-miR-130a-3p,EPS15
hsa-miR-130a-3p,DEPDC1
hsa-miR-130a-3p,USP33
hsa-miR-130a-3p,F3
hsa-miR-130a-3p,TXNIP
hsa-miR-130a-3p,DCAF8
hsa-miR-130a-3p,DEDD
hsa-miR-130a-3p,STX6
hsa-miR-130a-3p,PPP1R15B
hsa-miR-130a-3p,LBR
hsa-miR-130a-3p,ARID4B
hsa-miR-130a-3p,CLCN6
hsa-miR-130a-3p,VPS13D
hsa-miR-130a-3p,SZRD1
hsa-miR-130a-3p,PDIK1L
hsa-miR-130a-3p,STX12
hsa-miR-130a-3p,AGO4
hsa-miR-130a-3p,AGO1
hsa-miR-130a-3p,CMPK1
hsa-miR-130a-3p,BTF3L4
hsa-miR-130a-3p,ZFYVE9
hsa-miR-130a-3p,MIER1
hsa-miR-130a-3p,MIGA1
hsa-miR-130a-3p,RTCA
hsa-miR-130a-3p,S1PR1
hsa-miR-130a-3p,CSF1
hsa-miR-130a-3p,PDE4DIP
hsa-miR-130a-3p,ZBTB7B
hsa-miR-130a-3p,SLC25A44
hsa-miR-130a-3p,KLHL20
hsa-miR-130a-3p,LAMC1
hsa-miR-130a-3p,RO60
hsa-miR-130a-3p,FBXO28
hsa-miR-130a-3p,ZBTB18
hsa-miR-130a-3p,KLF6
hsa-miR-130a-3p,SKIDA1
hsa-miR-130a-3p,ACBD5
hsa-miR-130a-3p,ARHGAP12
hsa-miR-130a-3p,NRP1
hsa-miR-130a-3p,CCDC6
hsa-miR-130a-3p,PSAP
hsa-miR-130a-3p,NRBF2
hsa-miR-130a-3p,PTEN
hsa-miR-130a-3p,SLF2
hsa-miR-130a-3p,TMEM9B
hsa-miR-130a-3p,SBF2
hsa-miR-130a-3p,SPTY2D1
hsa-miR-130a-3p,FOSL1
hsa-miR-130a-3p,SHANK2
hsa-miR-130a-3p,NPAT
hsa-miR-130a-3p,RDX
hsa-miR-130a-3p,DDX6
hsa-miR-130a-3p,USP47
hsa-miR-130a-3p,ZFP91
hsa-miR-130a-3p,KDM2A
hsa-miR-130a-3p,PPP6R3
hsa-miR-130a-3p,KMT2A
hsa-miR-130a-3p,ARHGEF12
hsa-miR-130a-3p,CAPRIN2
hsa-miR-130a-3p,ANKRD52
hsa-miR-130a-3p,PTGES3
hsa-miR-130a-3p,E2F7
hsa-miR-130a-3p,BTG1
hsa-miR-130a-3p,CLIP1
hsa-miR-130a-3p,UBC
hsa-miR-130a-3p,WNK1
hsa-miR-130a-3p,RAB5B
hsa-miR-130a-3p,ERBB3
hsa-miR-130a-3p,MLEC
hsa-miR-130a-3p,SPART
hsa-miR-130a-3p,TSC22D1
hsa-miR-130a-3p,ZIC5
hsa-miR-130a-3p,PAN3
hsa-miR-130a-3p,LRCH1
hsa-miR-130a-3p,SLAIN1
hsa-miR-130a-3p,ATP11A
hsa-miR-130a-3p,PIP4P1
hsa-miR-130a-3p,HECTD1
hsa-miR-130a-3p,EGLN3
hsa-miR-130a-3p,FERMT2
hsa-miR-130a-3p,CNIH1
hsa-miR-130a-3p,GMFB
hsa-miR-130a-3p,ZFYVE26
hsa-miR-130a-3p,MAP3K9
hsa-miR-130a-3p,ITPK1
hsa-miR-130a-3p,BTBD7
hsa-miR-130a-3p,DICER1
hsa-miR-130a-3p,ATG2B
hsa-miR-130a-3p,FRMD6
hsa-miR-130a-3p,SMOC1
hsa-miR-130a-3p,RBM25
hsa-miR-130a-3p,SECISBP2L
hsa-miR-130a-3p,NPTN
hsa-miR-130a-3p,TSPAN3
hsa-miR-130a-3p,NIPA1
hsa-miR-130a-3p,ARL6IP1
hsa-miR-130a-3p,DYNC1LI2
hsa-miR-130a-3p,ZCCHC14
hsa-miR-130a-3p,TNRC6A
hsa-miR-130a-3p,CHD9
hsa-miR-130a-3p,CBFB
hsa-miR-130a-3p,C16orf70
hsa-miR-130a-3p,ANKFY1
hsa-miR-130a-3p,ZBTB4
hsa-miR-130a-3p,RASD1
hsa-miR-130a-3p,RAB34
hsa-miR-130a-3p,PHF12
hsa-miR-130a-3p,STAT3
hsa-miR-130a-3p,GPATCH8
hsa-miR-130a-3p,HOXB3
hsa-miR-130a-3p,TRIM37
hsa-miR-130a-3p,USP32
hsa-miR-130a-3p,SMARCD2
hsa-miR-130a-3p,FAM104A
hsa-miR-130a-3p,SRSF2
hsa-miR-130a-3p,TIMP2
hsa-miR-130a-3p,PAFAH1B1
hsa-miR-130a-3p,AKAP1
hsa-miR-130a-3p,DYNLL2
hsa-miR-130a-3p,CLTC
hsa-miR-130a-3p,VMP1
hsa-miR-130a-3p,SPIRE1
hsa-miR-130a-3p,IER3IP1
hsa-miR-130a-3p,DSEL
hsa-miR-130a-3p,RAB12
hsa-miR-130a-3p,MTCL1
hsa-miR-130a-3p,RBBP8
hsa-miR-130a-3p,TSHZ1
hsa-miR-130a-3p,MEX3D
hsa-miR-130a-3p,PPP6R1
hsa-miR-130a-3p,THOP1
hsa-miR-130a-3p,LDLR
hsa-miR-130a-3p,ROCK2
hsa-miR-130a-3p,HADHA
hsa-miR-130a-3p,MEMO1
hsa-miR-130a-3p,SRSF7
hsa-miR-130a-3p,SLC8A1
hsa-miR-130a-3p,COX7A2L
hsa-miR-130a-3p,CALM2
hsa-miR-130a-3p,TGOLN2
hsa-miR-130a-3p,CHMP3
hsa-miR-130a-3p,TBC1D8
hsa-miR-130a-3p,SESTD1
hsa-miR-130a-3p,KLF11
hsa-miR-130a-3p,LCLAT1
hsa-miR-130a-3p,LGALSL
hsa-miR-130a-3p,RMND5A
hsa-miR-130a-3p,BCL2L11
hsa-miR-130a-3p,SPOPL
hsa-miR-130a-3p,TANC1
hsa-miR-130a-3p,MAP3K20
hsa-miR-130a-3p,NABP1
hsa-miR-130a-3p,BMPR2
hsa-miR-130a-3p,PIKFYVE
hsa-miR-130a-3p,ATG16L1
hsa-miR-130a-3p,SNX5
hsa-miR-130a-3p,BLCAP
hsa-miR-130a-3p,SERINC3
hsa-miR-130a-3p,B4GALT5
hsa-miR-130a-3p,SPATA2
hsa-miR-130a-3p,ZNF217
hsa-miR-130a-3p,PMEPA1
hsa-miR-130a-3p,PRNP
hsa-miR-130a-3p,BTBD3
hsa-miR-130a-3p,PHF20
hsa-miR-130a-3p,SLC2A4RG
hsa-miR-130a-3p,TMEM50B
hsa-miR-130a-3p,BRWD1
hsa-miR-130a-3p,SIK1
hsa-miR-130a-3p,TOB2
hsa-miR-130a-3p,VGLL4
hsa-miR-130a-3p,FYCO1
hsa-miR-130a-3p,MAP4
hsa-miR-130a-3p,EOGT
hsa-miR-130a-3p,FOXP1
hsa-miR-130a-3p,DCBLD2
hsa-miR-130a-3p,NAA50
hsa-miR-130a-3p,PFN2
hsa-miR-130a-3p,TBL1XR1
hsa-miR-130a-3p,MB21D2
hsa-miR-130a-3p,ATP13A3
hsa-miR-130a-3p,ITPR1
hsa-miR-130a-3p,SLC6A6
hsa-miR-130a-3p,RAB5A
hsa-miR-130a-3p,TGFBR2
hsa-miR-130a-3p,APPL1
hsa-miR-130a-3p,PXYLP1
hsa-miR-130a-3p,MBNL1
hsa-miR-130a-3p,FXR1
hsa-miR-130a-3p,IL1RAP
hsa-miR-130a-3p,CNOT6L
hsa-miR-130a-3p,WDFY3
hsa-miR-130a-3p,FAM13A
hsa-miR-130a-3p,CCNA2
hsa-miR-130a-3p,OTUD4
hsa-miR-130a-3p,CPEB2
hsa-miR-130a-3p,STIM2
hsa-miR-130a-3p,KLF3
hsa-miR-130a-3p,EREG
hsa-miR-130a-3p,CDS1
hsa-miR-130a-3p,AFF1
hsa-miR-130a-3p,NPNT
hsa-miR-130a-3p,MSMO1
hsa-miR-130a-3p,PRKAA1
hsa-miR-130a-3p,SGTB
hsa-miR-130a-3p,ARRDC3
hsa-miR-130a-3p,IRF1
hsa-miR-130a-3p,YIPF5
hsa-miR-130a-3p,MAP1B
